node_id,lat,lon
604,8074692.247018481,786462.6556787905
605,8074721.050418546,787436.7312798533
606,8074716.172248173,787523.3163461566
607,8074846.94970412,789764.2740312172
608,8074845.744357034,789774.2527990744
609,8074862.232470829,789831.2624137893
610,8074901.167448076,790263.7816240075
611,8025088.782729887,1119270.8113430827
612,8025064.734122804,1119285.2127243488
614,8024133.136421791,1117459.9771921416
615,8027982.769361276,1114661.90424016
616,8028009.971385518,1114241.567294836
617,8028015.267181386,1114112.9678214486
618,8157107.849030589,604049.9438869684
619,8157225.555748871,603573.2891510169
620,8045479.848933352,706663.5589837997
621,8040277.2735106,707035.8053673035
622,8160171.368061832,587343.2570891724
623,8160561.893887563,587317.871076038
624,8083971.682361357,632423.3697734494
625,8082740.800219219,634203.8414488378
626,8045026.094781611,770908.6098558113
627,8044151.428216808,772364.3938420461
632,8168101.808741312,596874.668886863
634,8168907.712335955,596590.3109238246
645,8174797.0483480925,593675.7329961224
646,8174814.756299322,593689.439552184
659,8176669.788424128,593748.2238964777
665,8173067.704064123,594464.0901877384
667,8174617.824492214,593533.0346970683
669,8175692.514218412,594090.7619504652
673,8175565.627707237,594098.7568271033
674,8175247.119552053,593687.0310902438
695,8172696.578480849,595087.7969311858
696,8172741.358446674,595006.2364630512
700,8174400.787388023,591437.6503839984
705,8176841.583348622,591385.9588708335
707,8176846.102019134,591426.5284889843
709,8176837.66664952,591422.5433210921
710,8176810.716657711,591388.656541184
711,8176826.095273499,591362.3890933464
716,8175816.629782993,591602.8818574562
721,8176025.72840547,590847.2074796171
722,8176053.219487012,590566.3951520963
747,8022514.068376137,1118072.3562274151
748,8022943.7918882845,1118000.13901301
755,8038313.737877694,1120539.6115418577
756,8038116.813513512,1120513.4334947574
758,8038431.138875801,1121212.4939826569
759,8038968.226384686,1122102.7975012632
760,8038991.714710055,1122144.2925992697
761,8038967.889665792,1122283.8125222991
763,8039251.349308348,1122189.6777557384
764,8038725.610706867,1122443.7460807248
765,8039076.622299044,1122193.466909681
770,8175254.721989937,593811.0447577296
775,8021006.420667561,1119769.553325181
777,8019036.273894467,1118382.2660854678
778,8019448.439628022,1118953.2051237668
779,8016510.843547258,1117357.195329371
781,8003994.280603815,1116000.0017404363
782,8004035.111445479,1115985.648142077
783,8005285.918717214,1109946.8817243143
784,8014555.2663784865,1107650.0976773405
787,8035627.716002447,1160226.0481924596
788,8035662.023798323,1159914.9560604102
789,8024500.32719453,1121328.3782219489
790,8024597.747649999,1121601.6888973212
793,8026225.605372569,1135720.4324409077
795,8026298.890252924,1135557.0831046114
796,8026222.916876136,1135709.8899544834
797,8024701.691047244,1121855.2075526104
798,8024555.252821556,1121441.4771159869
799,8028030.570331987,1114033.341932159
800,8028033.857394342,1113960.388366497
806,7640547.845730269,599527.0837814761
809,8176145.088108633,592721.6186181332
817,8860655.750336047,687661.6455841052
818,8860105.384143472,696580.8557522162
819,8858224.344839055,698450.1784278911
820,8860727.570881536,692725.2001970139
865,7625260.106989486,766732.7492010624
866,7621792.595189527,764763.7632365664
928,8024042.041137567,1115945.2666754974
929,8022706.283120692,1113899.346100201
930,8022899.332379026,1114698.3111296147
931,8025281.571738583,1116599.4893615702
933,8025402.6124257315,1115847.6818370414
934,8025292.37074584,1116513.521716341
937,8024650.607781041,1119364.073892869
949,8076072.379653174,803017.0586333418
970,8175258.953355806,589366.3907714441
971,8175235.374705376,589271.152651516
972,8175188.102804287,589374.8912430392
973,8175166.015922507,589392.0365714851
974,8175140.619138067,589417.6532127435
975,8175131.421682627,589370.66414811
976,8175186.784909816,589348.5765770494
977,8175236.057528947,589242.5515155558
978,8175157.679128674,589380.2188585993
979,8175170.433469137,589383.2389433713
980,8175171.024992006,589381.9926479028
1073,8174512.017936753,588820.2163530244
1075,8175120.615110518,589521.8887022086
1118,8174648.395417709,589180.795028008
1119,8174638.008194951,589193.8795498135
1145,8174260.373997736,589072.1080973019
1164,8174020.559412636,588975.521370808
1165,8174014.604792532,588989.5310882385
1171,8173530.131258579,588814.5503251744
1172,8173526.07118468,588827.9165727403
1196,8175359.480640285,589383.244839093
1199,8173807.693030208,590131.2965570767
1200,8173235.036993544,589896.8623580609
1204,8173982.514164232,590226.1395138784
1212,8175354.554519448,590385.4590735766
1213,8175509.085425824,590406.4405269187
1214,8174234.130250582,593953.9435933339
1215,8174269.266580808,593888.21400692
1218,8174867.824291401,592775.8331796636
1219,8174952.801075951,592852.8002331136
1223,8178891.976590648,594359.3007519416
1228,8172638.163045142,595340.2515480515
1229,8172190.645865119,595965.1166756237
1232,8173066.935157193,596996.959732603
1257,8172341.729325269,595006.0812704798
1336,8176874.666431488,591322.3647875176
1337,8177015.109994676,591250.1096011902
1339,8170931.082442012,596795.3636498224
1340,8171256.555489436,596576.9153843926
1341,8172218.602982664,595679.8238744112
1342,8172180.345878254,595799.0068442046
1352,8021289.185185846,1115629.152955011
1353,8021360.692735969,1115618.7199543298
1356,8020949.596317866,1114806.3095247373
1358,8021239.246695203,1114806.4902336788
1362,8021341.7283942895,1114925.247930213
1366,8021445.159660485,1115044.9311769032
1371,8021538.924923409,1115152.1398673716
1377,8021709.940117916,1115350.100602839
1387,8020563.709171304,1115580.7626256174
1464,8275083.241199823,672705.0511356693
1465,8269781.238710781,668587.353039529
1466,8250154.504740395,659937.9220200444
1467,8247519.548788652,657354.4732992628
1468,8253384.445209017,659326.339458571
1469,8253331.035040341,659318.4409620251
